635,Kerstein,Marlo,Myrna,female,0,White American,0,A-,Blond,Hazel,6401 Route 202,Farmington,New Mexico,87029,575-245-1399,512-75-5345,Carrier
636,Suttell,Rebecka,Randy,female,61,Other Race,1,O-,Black,Brown,3632 Strawberry Lane,Troy,Alabama,35279,256-470-6150,852-22-9197,Immune
637,Ruzbasan,Isabel,Caitlin,female,48,Black American,0,A+,Black,Brown,4562 Heritage Drive,Havre,Montana,59703,406-416-4008,615-91-8531,Immune
638,Ivery,Abram,Salvatore,female,67,White American,0,A+,Brown,Hazel,4756 Arch Street,Milbank,South Dakota,57219,605-773-8283,788-29-9270,Infected
639,Hentges,Aaron,Yan,female,9,Black American,0,A+,Black,Brown,5258 Creek Road,Longmont,Colorado,80528,719-128-2923,604-99-3784,Immune
640,Som,Tessie,Meta,male,38,Asian American,0,O+,Black,Black,6400 Durham Court,Phenix City,Alabama,36738,256-866-6230,945-68-7494,Infected
641,Pastor,Michel,Oma,male,37,Black American,0,A+,Light Brown,Brown,1530 Meadow Street,Murray,Utah,84615,385-843-6419,917-74-8856,Carrier
642,Tarr,Renaldo,Voncile,male,9,Asian American,0,A+,Black,Black,2808 Chestnut Street,Omaha,Nebraska,68972,308-321-3592,821-33-6395,Immune
643,Holstine,Bessie,Carmon,female,17,Black American,0,O+,Black,Brown,5295 Charles Street,Gary,Indiana,47916,765-360-9223,902-72-6503,Carrier
644,Nodarse,Vivienne,Willis,female,49,White American,0,A+,Brown,Hazel,2996 Hawthorne Avenue,Lewes,Delaware,19724,302-429-6147,205-31-1913,Infected
645,Kwasnicki,Keshia,Josef,female,46,Other Race,1,A+,Brown,Blue,7343 Woodland Road,Bangor,Maine,4240,207-553-6036,365-79-5506,Infected
646,Setera,Shona,Shaunte,male,61,Other Race,1,O+,Brown,Brown,3682 Primrose Lane,Tallahassee,Florida,33856,352-127-3516,622-39-8477,Carrier
647,Liebross,Harlan,Eddy,female,18,White American,0,A+,Brown,Light Brown,6142 Cobblestone Court,Florence,Alabama,35835,205-502-5449,653-33-6070,Infected
648,Rawling,Margarita,Myrna,female,13,White American,0,A+,Red,Hazel,3610 York Road,Fairbanks,Alaska,99504,907-209-8501,267-29-6265,Immune
649,Credeur,Maxima,Mira,male,39,Other Race,1,O+,Black,Brown,3187 Ivy Lane,Lebanon,Tennessee,37179,865-304-3986,189-26-9607,Carrier
650,Ryans,Tessie,Louie,male,9,White American,1,A+,Light Brown,Green,2730 Beechwood Drive,Clearfield,Utah,84002,385-953-6130,996-28-9523,Immune
651,Roughen,Peggy,Faustina,male,39,Black American,0,B+,Black,Brown,5402 Meadow Street,Guthrie,Oklahoma,74769,405-704-7650,221-70-5137,Immune
652,Faden,Caleb,Devona,female,33,White American,0,B+,Blond,Hazel,5458 Willow Lane,Boca Raton,Florida,32845,850-712-5901,754-41-2983,Carrier
653,Huddleston,Asa,Lynetta,male,34,White American,0,A+,Brown,Green,8392 Fawn Court,Thermopolis,Wyoming,82118,307-623-7338,658-74-9709,Immune
654,Barges,Olene,Marc,male,21,White American,0,O+,Brown,Blue,2600 Madison Avenue,Bar Harbor,Maine,4224,207-485-2427,670-33-7262,Infected
655,Eytcheson,Olga,Marcelo,female,8,White American,0,A-,Brown,Hazel,5862 Broad Street West,Andalusia,Alabama,36535,938-899-6659,991-69-3902,Carrier
656,Hackwell,Eleonor,Mazie,female,59,White American,0,A+,Brown,Other,6698 Roberts Road,Pierre,South Dakota,57519,605-109-4659,182-13-1145,Immune
657,Panowicz,Noma,Molly,female,68,Other Race,1,O+,Brown,Brown,9914 Adams Avenue,Pierre,South Dakota,57382,605-180-9831,676-91-7742,Infected
658,Schromen,Lynell,Glendora,male,48,Other Race,1,A+,Brown,Brown,2653 Grant Street,Glens Falls,New York,12267,585-789-9716,306-13-4862,Immune
659,Maciasz,Yuri,Griselda,male,51,Other Race,1,O+,Brown,Brown,2417 Park Place,Kaskaskia,Illinois,60845,217-609-2943,325-61-2535,Infected
660,Guitierrez,Alphonse,Lakeesha,female,30,White American,0,O+,Blond,Brown,7532 Mill Street,Englewood,New Jersey,8370,848-630-4701,135-32-7964,Infected
661,Brunett,Wei,Celena,female,11,White American,0,O+,Black,Green,6065 Ridge Avenue,Green River,Wyoming,82344,307-779-9254,499-40-2838,Infected
662,Hegwood,Dakota,Sonya,female,25,White American,0,A+,Brown,Brown,4859 King Street,Glendive,Montana,59486,406-155-7289,631-30-3702,Immune
663,Chynoweth,Hettie,Angelo,female,26,White American,0,O+,Blond,Green,8396 Roosevelt Avenue,Ipswich,Massachusetts,1975,781-422-3820,248-29-4333,Immune
664,Lynes,Sena,Cleo,female,55,White American,0,O+,Light Brown,Blue,7751 9th Street,Lumberton,North Carolina,27081,336-692-2355,586-66-3742,Immune
665,Strathman,Noemi,Gerardo,male,12,White American,0,O+,Black,Brown,9349 2nd Street East,Farmington,Maine,4206,207-528-3819,487-85-4465,Immune
666,Chhan,Lauryn,Keren,female,57,Asian American,0,A+,Black,Black,7129 Myrtle Street,Mansfield,Connecticut,6511,475-353-4340,232-12-7545,Immune
667,Emberling,Shemeka,Anette,female,27,White American,1,A+,Brown,Brown,5470 Elm Avenue,Morgan City,Louisiana,70676,337-273-2519,537-95-9714,Carrier
668,Brais,Dean,Dania,male,69,White American,0,A+,Brown,Blue,9858 Augusta Drive,Hot Springs,Arkansas,72288,870-161-3291,128-86-5568,Immune
669,Dreesman,Lonna,Dick,male,63,White American,0,O+,Brown,Blue,4947 Woodland Avenue,Nampa,Idaho,83503,208-977-6924,910-25-7892,Carrier
670,Tyrol,Anderson,Tarsha,male,49,American Indian or Alaskan Native,0,AB+,Brown,Brown,2127 Evergreen Lane,Minot,North Dakota,58311,701-260-4044,844-45-4496,Carrier
671,Foucha,Edra,Mikel,male,45,White American,0,O+,Blond,Blue,5876 Washington Street,Shaker Heights,Ohio,45057,419-464-1573,793-64-2181,Immune
672,Nostrand,Melania,Pearl,male,43,White American,0,AB+,Brown,Blue,7703 Cherry Street,Dickinson,North Dakota,58087,701-638-8392,793-73-4864,Carrier
673,Garth,Simon,Louetta,male,79,White American,0,A+,Brown,Brown,9231 Sycamore Drive,Ocean Springs,Mississippi,39142,228-706-1685,898-65-4824,Infected
674,Wimmer,Madaline,Micah,male,6,White American,0,B+,Blond,Blue,2080 Heather Lane,Milford,Delaware,19903,302-313-7264,127-71-3633,Infected
675,Giebel,Evon,Salley,male,31,White American,1,A+,Blond,Hazel,7996 Canal Street,Rutland,Vermont,5551,802-462-4858,434-51-3830,Immune
676,Parolari,Fredric,Pricilla,male,12,White American,0,A+,Light Brown,Brown,7257 Laurel Drive,Alamogordo,New Mexico,87072,505-967-7846,237-21-7201,Immune
677,Colecchi,Gail,Verlie,female,48,White American,0,O-,Brown,Blue,5829 Laurel Drive,Murray,Utah,84752,801-704-6255,310-78-1791,Carrier
678,Cusatis,Adrian,Rebecca,male,57,White American,0,O+,Blond,Light Blue,1332 Lantern Lane,West Bridgewater,Massachusetts,1445,339-530-9015,805-92-4093,Immune
679,Staller,Hayley,Lonnie,male,17,White American,0,A+,Brown,Blue,5655 Harrison Avenue,Bellevue,Washington,99037,253-985-7633,946-48-2306,Immune
680,Bilton,Errol,Sean,male,39,White American,1,O+,Black,Brown,5928 Park Avenue,Clovis,New Mexico,87182,505-921-4043,740-73-5060,Immune
681,Eberhart,Micaela,Titus,female,22,Black American,0,O-,Black,Brown,8799 Hillside Avenue,Little Rock,Arkansas,71663,479-605-7480,247-17-7383,Immune
682,Misluk,Benito,Elbert,female,49,White American,0,A+,Light Brown,Green,4700 3rd Street East,Martinsville,Virginia,24655,757-811-2745,598-81-4829,Immune
683,Lillis,Stefania,Treva,male,37,White American,0,O+,Blond,Green,7611 3rd Street North,Eufaula,Alabama,36816,256-409-2366,782-72-9347,Immune
684,Hakimi,Dorian,Monnie,male,54,White American,0,O-,Brown,Brown,6320 8th Avenue,Fairfield,Iowa,51175,563-410-9170,728-25-6356,Immune
685,Vogenthaler,Joleen,Terry,male,46,Asian American,0,A+,Black,Black,6400 Devon Road,Caribou,Maine,4583,207-471-9588,426-45-1194,Carrier
686,Shark,Glen,Gigi,male,37,Other Race,1,O+,Brown,Brown,5325 Fulton Street,Lewistown,Pennsylvania,15154,272-733-1353,580-31-9945,Immune
687,Fahrenkrug,Kam,Beulah,female,67,White American,0,A+,Light Brown,Blue,9506 Route 6,Talladega,Alabama,35723,334-363-5141,414-89-3604,Infected
688,Rivord,Emilio,Garfield,female,36,White American,0,O+,Brown,Brown,7779 Main Street South,Alta,Utah,84037,801-847-5702,142-84-6376,Infected
689,Drummer,Tari,Frankie,male,68,Black American,0,A+,Black,Brown,2353 Court Street,Danville,Kentucky,41095,270-248-3700,951-28-2738,Immune
690,Filary,Sharleen,Lanita,female,74,White American,0,A-,Brown,Brown,3161 Hilltop Road,Norwalk,Connecticut,6367,203-827-9027,495-97-3212,Infected
691,Klotzbach,Kirstin,Karey,male,29,White American,0,O+,Blond,Brown,2145 Summer Street,Fairmont,West Virginia,26379,304-732-6301,769-23-7497,Infected
692,Cull,Lang,Deloris,male,59,White American,1,O-,Brown,Brown,4804 Ridge Street,Claremont,New Hampshire,3093,603-151-6309,664-91-7085,Carrier
693,Leathers,Emelina,Myesha,male,69,White American,1,O+,Brown,Green,6217 Delaware Avenue,Indianapolis,Indiana,47167,765-292-6671,262-11-3058,Immune
694,Fosson,Shaquana,Deanna,male,52,Asian American,0,B-,Black,Black,5220 Route 7,Wethersfield,Connecticut,6913,475-965-8263,758-19-1653,Infected
695,Vasquiz,Devora,Benjamin,female,78,White American,0,A+,Brown,Blue,3664 Locust Lane,Abbeville,Louisiana,70173,337-941-1890,294-74-4596,Immune
696,Saam,Marybeth,Beatriz,male,61,Black American,0,A+,Black,Brown,2275 Ridge Street,Middletown,Ohio,44531,234-467-8360,818-64-2331,Carrier
697,Crosthwaite,Jule,Marylouise,male,63,Native Hawaiian or Other Pacific Islander,0,O+,Brown,Black,3234 Route 10,Custer,South Dakota,57700,605-930-8152,207-19-2036,Immune
698,Fulco,Kristan,Lennie,male,22,Asian American,0,A+,Black,Brown,9199 Linden Avenue,Newark,New Jersey,7390,732-373-4044,372-34-4336,Immune
699,Baba,Rickie,Dale,female,3,White American,1,O+,Brown,Brown,4014 3rd Avenue,Bethesda-Chevy Chase,Maryland,20377,240-404-5975,423-70-8311,Carrier
700,Pederzani,Piper,Leif,female,39,Black American,0,O-,Black,Brown,9911 Center Street,East Hartford,Connecticut,6866,860-177-2531,706-36-6396,Carrier
701,Roewe,Elsy,Dorinda,male,16,White American,0,A+,Brown,Blue,8572 3rd Street North,Helena,Montana,59236,406-275-6632,718-85-4445,Immune
702,Efurd,Vickie,Jerri,male,34,Asian American,0,A+,Black,Brown,5008 Maple Street,Anacortes,Washington,99077,425-717-1277,662-18-7663,Carrier
703,Kozik,Ailene,Lindy,female,20,White American,0,A+,Brown,Brown,1924 Arch Street,Georgetown,South Carolina,29785,843-791-3892,663-59-3761,Carrier
704,Casaus,Shawanda,Keisha,female,23,White American,0,O-,Black,Blue,1765 Sunset Avenue,Gillette,Wyoming,82293,307-237-2480,901-37-1661,Immune
705,Kessner,Saturnina,Annis,male,58,Black American,0,O+,Black,Black,4406 Bridle Court,Parsippany–Troy Hills,New Jersey,8638,551-336-2388,198-50-2930,Carrier
706,Beamer,Mistie,Lacresha,male,39,White American,0,A-,Light Brown,Blue,2996 Spring Street,Collinsville,Illinois,61051,847-108-9359,517-97-8689,Immune
707,Vanderjagt,Grover,Lorette,male,85,Black American,0,O+,Black,Blue,8119 Elizabeth Street,Peterborough,New Hampshire,3860,603-249-5956,541-26-1838,Carrier
708,Farra,Tula,Sunshine,female,1,White American,0,A+,Blond,Blue,8627 Maple Lane,Reedsport,Oregon,97392,503-579-5321,670-15-5340,Infected
709,Rihn,Tiffanie,Ilene,male,44,White American,0,B-,Light Brown,Brown,9111 Morris Street,Parkersburg,West Virginia,25055,304-403-3715,255-56-8528,Infected
710,Terrezza,Sheilah,Dario,male,5,White American,1,A+,Brown,Light Blue,1006 Hill Street,Columbia,Pennsylvania,17534,717-450-2898,278-50-7693,Infected
711,Fleisher,Perla,Willette,female,50,White American,0,O-,Blond,Hazel,8605 Devon Court,Lynchburg,Virginia,21524,540-964-7076,463-82-6465,Immune
712,Dhaliwal,Leon,Kimber,male,38,Black American,0,O+,Brown,Black,8568 Fairway Drive,Lincoln,Nebraska,69187,402-532-2949,133-83-1698,Immune
713,Huard,Kandi,Evita,female,1,Black American,0,A+,Black,Brown,8599 Riverside Drive,Newberg,Oregon,97193,503-132-4334,625-19-6726,Carrier
714,Vanpatten,Myriam,Patrica,female,20,White American,1,A+,Red,Green,9326 Orchard Avenue,Geneva,New York,10475,518-982-7426,922-27-9692,Carrier
715,Shawgo,Christal,Pamila,female,9,White American,0,A+,Brown,Brown,6754 Union Street,Kansas City,Kansas,67040,785-360-8929,809-28-8566,Immune
716,Brunell,Annett,Morgan,male,1,White American,0,O+,Brown,Brown,6107 Route 6,Lima,Ohio,44641,513-667-8286,412-56-2380,Carrier
717,Mildren,Stephane,Laquita,male,42,Black American,0,B+,Black,Brown,6604 Jefferson Avenue,New Britain,Connecticut,6300,475-851-7050,581-69-5114,Immune
718,Salvatore,Eugena,Laraine,male,21,White American,0,B+,Brown,Green,8470 Dogwood Drive,Fargo,North Dakota,58368,701-607-6584,406-71-9632,Immune
719,Mehaffey,Demetrice,Anastasia,male,64,White American,0,O-,Black,Blue,1911 Oak Street,Ironwood,Michigan,48406,586-746-1574,732-67-8041,Infected
720,Kerscher,Zora,Patience,female,31,Black American,0,O+,Black,Brown,9038 Cedar Street,Bristol,Rhode Island,2916,401-885-3568,622-95-4572,Carrier
721,Right,Shanita,Shalon,female,83,Asian American,0,A-,Brown,Brown,8937 Ann Street,Bethlehem,Pennsylvania,19497,412-218-5881,783-21-3491,Immune
722,Buerge,Aubrey,Henry,female,32,White American,0,A+,Brown,Brown,5703 Prospect Street,East Lansing,Michigan,48193,947-797-3501,113-28-8529,Immune
723,Shugars,Ammie,Tandra,male,28,Asian American,0,A+,Black,Black,5819 5th Street West,Erie,Pennsylvania,17435,724-831-7991,571-14-1395,Immune
724,Angleberger,Chae,Loris,male,9,Black American,0,O+,Black,Black,8682 Franklin Avenue,Bethany,Oklahoma,73522,539-624-1681,747-63-6047,Carrier
725,Gara,Noreen,Florence,female,12,White American,1,O-,Light Blond,Hazel,1326 Strawberry Lane,Claremont,New Hampshire,3718,603-885-5155,546-28-9577,Immune
726,Birsner,Cuc,Stephen,male,15,White American,0,O-,Blond,Blue,5527 Jackson Street,Middlesboro,Kentucky,41695,502-989-1284,534-70-4040,Carrier
727,Loukanis,Leida,Nguyet,female,16,White American,1,O+,Blond,Blue,8671 Hamilton Street,Sturgis,South Dakota,57367,605-105-1436,708-27-3281,Infected
728,Miazga,Anna,Dorian,male,4,White American,0,O+,Blond,Blue,9629 Route 32,Portales,New Mexico,87755,575-696-7583,344-92-8350,Carrier
729,Roelle,Yoko,Daniela,male,6,White American,0,A+,Brown,Brown,7869 Rose Street,Crookston,Minnesota,56512,763-977-8745,670-20-9544,Immune
730,Jefcoat,Lucia,Annelle,female,53,Asian American,0,O+,Black,Brown,1641 Virginia Avenue,Pagosa Springs,Colorado,80460,720-304-9169,498-17-5387,Immune
731,Bistodeau,Lemuel,Antione,female,24,White American,0,O+,Light Brown,Blue,6076 Bridle Lane,Saint Louis,Missouri,64232,573-225-3781,678-97-4644,Carrier
732,Staheli,Debora,Angle,male,45,Black American,0,O+,Black,Black,7262 Route 1,New Castle,Delaware,19753,302-713-2657,923-76-4021,Carrier
733,Merkling,Kalyn,Blanch,female,21,White American,0,O+,Blond,Hazel,6514 Westminster Drive,Hot Springs,Arkansas,72658,870-657-6063,328-27-6840,Immune
734,Manliguis,Pasquale,Chelsea,female,45,White American,1,O+,Blond,Brown,5635 Warren Avenue,Glendale,Arizona,86004,480-879-4099,677-50-9061,Infected
735,Brutus,Tran,Latoyia,female,41,White American,0,A+,Light Brown,Blue,9713 5th Street,Glendive,Montana,59888,406-856-1264,400-93-7546,Infected
736,Alferez,Tyrone,Ardelia,male,26,White American,1,B-,Brown,Blue,4948 Park Street,Batesville,Arkansas,71823,870-971-6008,312-77-3917,Immune
737,Dent,Maura,Cathy,male,63,Black American,0,O+,Black,Brown,5394 Howard Street,Caldwell,New Jersey,8869,201-576-1345,931-52-2254,Infected
738,Ezparza,Drusilla,Piper,male,66,Other Race,1,A+,Black,Brown,6121 Lawrence Street,North Kingstown,Rhode Island,2842,401-142-5901,427-79-5594,Infected
739,Kolmetz,Mickie,Shantay,male,54,White American,0,O+,Brown,Hazel,7538 Henry Street,Wahiawa,Hawaii,96792,808-334-6430,489-36-3257,Carrier
740,Merchant,Roselia,Reva,male,26,White American,0,O+,Brown,Green,1484 Summer Street,Hazard,Kentucky,41486,502-985-3586,829-83-6416,Infected
741,Southcott,Jody,Robert,male,56,White American,0,O+,Brown,Blue,6330 Maple Lane,East Saint Louis,Illinois,60814,331-186-7458,731-77-2271,Immune
742,Cloman,Carma,Mike,male,35,Asian American,0,O+,Black,Black,4160 Morris Street,Vancouver,Washington,98855,425-712-6001,248-16-3685,Infected
743,Marashio,Conception,Kayce,male,3,White American,0,A+,Brown,Hazel,7792 Colonial Drive,Mandan,North Dakota,58098,701-418-2994,499-90-1916,Immune
744,Mcbride,Mui,Malena,male,20,White American,0,O+,Brown,Green,9075 8th Street,Norwalk,Ohio,43846,419-472-3944,429-33-9863,Carrier
745,Labbee,Maia,Hallie,female,65,Black American,0,O+,Black,Brown,3571 Harrison Street,Stockbridge,Massachusetts,2381,781-381-1154,170-51-3730,Infected
746,Mcgavin,Beatriz,Murray,male,57,White American,0,A+,Light Brown,Brown,4525 7th Street,Demopolis,Alabama,35260,334-474-3245,677-54-2629,Carrier
747,Wrobliski,Fredrick,Lashawn,female,28,White American,0,A+,Blond,Brown,8794 Charles Street,Concord,New Hampshire,3321,603-936-1548,255-31-6530,Immune
748,Denni,Cathi,Jamee,female,67,White American,1,A+,Brown,Green,8444 East Avenue,Dover,Delaware,19753,302-348-6245,876-74-3021,Immune
749,Lesage,Tiffany,Bart,male,25,Other Race,1,A+,Brown,Green,3804 2nd Street,Kellogg,Idaho,83752,208-941-8180,433-68-9814,Carrier
750,Halperin,Vada,Evelia,male,85,White American,0,A+,Blond,Blue,4814 Madison Street,Paris,Kentucky,41046,502-140-4092,983-54-5444,Carrier
751,Bovia,Vernie,Treva,female,13,White American,1,A+,Light Brown,Brown,9117 Dogwood Lane,Homer,Alaska,99656,907-872-6308,142-91-8524,Carrier
752,Carriaga,Misti,Annmarie,male,31,White American,0,A-,Blond,Blue,6824 Maple Street,Wahiawa,Hawaii,96792,808-967-2849,587-20-2230,Infected
753,Jekel,Jeni,Neely,male,0,White American,0,A+,Blond,Brown,6816 Route 41,Renton,Washington,98818,360-809-6675,748-76-9772,Immune
754,Azotea,Myrtis,Roselyn,male,27,White American,1,O+,Blond,Hazel,6874 Penn Street,East Orange,New Jersey,7332,908-904-1362,538-45-7522,Infected
755,Tennett,Chere,Tandy,male,24,White American,0,A+,Red,Blue,9582 Overlook Circle,Cookeville,Tennessee,37670,865-471-2151,369-64-3117,Immune
756,Betterley,Dinah,Bette,female,72,Black American,0,A+,Black,Brown,3950 Route 6,Melbourne,Florida,34794,561-328-1129,874-62-7176,Immune
757,Woodend,Bernita,Harland,female,54,White American,0,A-,Brown,Blue,2496 Park Avenue,Warm Springs,Georgia,31177,912-149-1950,908-22-2343,Immune
758,Corazza,Sherrie,Coreen,male,20,Other Race,1,B+,Brown,Brown,6452 Laurel Drive,Burns,Oregon,97677,458-993-6593,469-93-3996,Immune
759,Abood,Abraham,Samual,female,23,White American,1,O+,Blond,Green,6767 Pennsylvania Avenue,Bountiful,Utah,84225,801-285-3637,943-82-4821,Immune
760,Swist,Hortensia,Trinh,female,39,American Indian or Alaskan Native,0,A+,Black,Black,6935 Church Street South,Hattiesburg,Mississippi,39631,769-387-7961,366-95-4094,Immune
761,Kinnie,Melony,Clair,male,29,White American,1,A+,Brown,Brown,2981 Jefferson Court,Montpelier,Vermont,5109,802-401-4265,556-81-9438,Infected
762,Gougeon,Edgardo,Shaun,female,24,White American,0,O+,Light Brown,Blue,8791 Sycamore Drive,Wilmington,Delaware,19870,302-908-1168,723-83-3600,Immune
763,Savinon,Clementina,Maida,male,55,White American,0,A+,Brown,Brown,5081 Hamilton Road,Skagway,Alaska,99907,907-583-1349,676-71-4307,Infected
764,Pevsner,Amira,Phillis,male,62,Other Race,1,O-,Black,Brown,1672 Lincoln Street,Americus,Georgia,30030,678-786-6428,715-19-1758,Immune
765,Gacusan,Le,Cleora,female,2,White American,0,A-,Blond,Blue,3793 Country Lane,Wilmington,Delaware,19716,302-977-9442,263-26-5964,Carrier
766,Leman,Beverly,Sammy,male,33,White American,0,O+,Brown,Grey,6371 Forest Drive,Decatur,Georgia,30703,770-702-6421,856-62-9456,Immune
767,Hoerl,Angeline,Reva,male,45,Black American,0,A+,Black,Brown,7037 York Street,Elko,Nevada,89376,702-428-8504,240-87-8802,Immune
768,Timoteo,Walker,Una,male,48,White American,0,O+,Brown,Blue,5273 Elm Avenue,Vicksburg,Mississippi,39656,228-731-6455,172-36-4509,Carrier
769,Broyles,Kori,Michaela,male,22,White American,0,A-,Light Brown,Blue,2110 9th Street,Wahiawa,Hawaii,96863,808-381-3222,672-83-3933,Carrier
770,Derienzo,Margot,Shavonne,male,19,White American,1,A+,Brown,Blue,6463 Park Avenue,Cooperstown,New York,14013,518-385-6402,783-39-3075,Carrier
771,Griffies,Nelda,Shery,male,57,White American,0,O-,Brown,Brown,3281 School Street,Fitzgerald,Georgia,31960,229-734-6986,263-54-5301,Immune
772,Minto,Arthur,Shenna,female,63,White American,0,O-,Brown,Blue,9316 Lincoln Avenue,Asheboro,North Carolina,28017,980-338-6900,903-97-3112,Immune
773,Doiley,Jamel,Krystal,male,80,Black American,0,A+,Black,Brown,1379 Jackson Avenue,Middletown,New York,11378,716-761-8887,474-83-8099,Infected
774,Hendrickx,Dale,Matilde,male,12,White American,0,A+,Black,Hazel,6674 Grove Street,Tuscaloosa,Alabama,35836,251-543-9870,498-27-6922,Immune
775,Popham,Denese,Marth,female,51,Other Race,1,B+,Black,Black,1715 Maple Lane,Alamogordo,New Mexico,87296,575-723-6110,792-22-1250,Immune
776,Hansing,Daryl,Orlando,male,5,White American,1,O+,Brown,Blue,5066 Highland Avenue,Connersville,Indiana,47024,317-956-6705,459-48-2283,Immune
777,Ruscio,Marlena,Rebekah,female,58,White American,0,O+,Brown,Brown,9555 Maple Lane,East Orange,New Jersey,8753,848-538-4288,744-39-9000,Infected
778,Foy,Shawna,Merlyn,female,29,White American,1,B+,Brown,Blue,6824 2nd Street West,Charles City,Iowa,52683,319-512-2228,648-94-3433,Infected
779,Wrubel,Tatiana,Chante,female,21,White American,1,B+,Brown,Brown,3545 Franklin Court,Meadville,Pennsylvania,15203,484-819-7633,163-48-1608,Immune
780,Holoway,Aliza,Richie,female,18,White American,0,B+,Black,Blue,9315 Main Street South,Stroudsburg,Pennsylvania,17918,272-437-8397,409-59-7722,Carrier
781,Hammerschmidt,Isela,Kent,female,68,White American,0,A+,Brown,Hazel,4199 Marshall Street,Lawrence,Kansas,67728,316-557-7941,389-99-5240,Immune
782,Aguas,Cruz,Loretta,female,38,White American,0,O+,Brown,Brown,6059 Cedar Street,Greenwood,Mississippi,38641,601-679-3801,858-47-9608,Carrier
783,Khat,Hollis,Angla,male,63,White American,0,A+,Brown,Blue,9803 Wood Street,El Dorado,Arkansas,72857,870-265-9848,104-73-9338,Carrier
784,Achor,Travis,Desiree,female,26,White American,1,A+,Light Brown,Light Brown,8188 Deerfield Drive,Bellevue,Washington,98332,206-216-8243,219-37-4118,Carrier
785,Kinnamon,Bob,Nakita,female,60,White American,0,O+,Brown,Other,4908 Front Street,Tiverton,Rhode Island,2885,401-193-7105,821-42-5559,Carrier
786,Wittenburg,Donte,Star,female,13,Asian American,0,AB+,Black,Black,1978 Summit Street,Mexico,Missouri,64771,660-828-8173,471-32-4909,Infected
787,Burel,Ilene,Ora,male,24,White American,0,A+,Brown,Hazel,9133 Brook Lane,Escondido,California,90645,951-327-2967,628-29-6071,Infected
788,Stefanich,Telma,Debi,female,82,White American,0,A+,Brown,Green,3350 Lexington Court,Middletown,Rhode Island,2813,401-865-8355,310-86-7917,Infected
789,Viafara,Becki,Michal,male,25,White American,0,A+,Brown,Brown,1417 Bridle Court,Portsmouth,New Hampshire,3565,603-311-8769,486-59-4954,Immune
790,Ranweiler,Ossie,Roderick,female,22,White American,0,O+,Brown,Brown,2901 Route 2,Newark,Delaware,19879,302-685-8537,171-92-2687,Carrier
791,Luvian,Kieth,Rolanda,female,62,Other Race,1,A+,Black,Brown,5227 5th Street,Escanaba,Michigan,48657,586-400-5705,998-89-9484,Infected
792,Westermeier,Criselda,Irina,male,43,White American,0,O+,Red,Blue,2329 Victoria Court,Exeter,New Hampshire,3656,603-443-1544,717-91-8730,Infected
793,Gerberich,Charley,Sierra,female,48,White American,0,B-,Light Brown,Brown,8606 White Street,Bismarck,North Dakota,58200,701-934-9635,473-47-4931,Infected
794,Caplan,Mariette,Babara,male,78,American Indian or Alaskan Native,0,B+,Brown,Black,6373 Lake Street,Grand Junction,Colorado,80941,303-483-9096,576-61-5814,Immune
795,Daddea,Hsiu,Eliz,male,74,White American,0,O-,Blond,Blue,5422 3rd Avenue,Ironwood,Michigan,48167,269-271-4339,481-44-9691,Immune
796,Dovenbarger,Dustin,Hong,male,70,Other Race,1,A+,Brown,Green,7521 High Street,South Saint Paul,Minnesota,55396,612-798-3203,461-43-9541,Carrier
797,Gasper,Dakota,Dino,male,38,White American,0,A+,Black,Blue,9859 Park Drive,Morristown,Tennessee,37480,931-696-7296,241-71-9193,Carrier
798,Cheney,Kathline,Lia,male,22,Native Hawaiian or Other Pacific Islander,0,AB+,Brown,Black,3232 Street Road,Gloversville,New York,13131,212-728-1068,570-98-3879,Immune
799,Shealy,Tess,Migdalia,male,11,White American,0,A+,Brown,Hazel,2068 Route 2,Pierre,South Dakota,57067,605-345-5854,157-15-8599,Infected
800,Pinneo,Oliver,Zelma,male,1,White American,0,A+,Brown,Blue,2980 Route 4,Asheville,North Carolina,27332,984-461-1947,288-86-6821,Carrier
801,Ruskin,Ludie,Lynsey,female,66,White American,0,B+,Brown,Blue,3551 Franklin Court,East Chicago,Indiana,47583,260-677-6712,247-42-5632,Immune
802,Kitterman,Honey,Monnie,male,76,Black American,0,O+,Brown,Brown,9549 Cedar Court,Nashville,Indiana,47509,317-253-6700,531-29-1433,Immune
803,Peairs,Petra,Rima,male,38,White American,0,A+,Blond,Brown,6048 Route 2,Florence,Alabama,35630,938-796-2016,880-30-1485,Immune
804,Wellspeak,Asley,Eliseo,male,27,White American,0,O-,Brown,Blue,8495 Route 5,Deming,New Mexico,87889,505-219-7548,205-95-4569,Carrier
805,Reddix,Andera,Adelina,male,42,White American,0,O+,Brown,Brown,7360 Pennsylvania Avenue,Ysleta,Texas,75202,325-632-8853,870-22-6078,Infected
806,Mikulich,Evette,Delinda,male,63,White American,0,A+,Brown,Brown,1535 Linden Street,Glendive,Montana,59783,406-610-1454,281-92-9415,Infected
807,Ashely,Eliana,Shery,male,4,White American,0,O+,Blond,Brown,3569 Fairview Avenue,Elizabethton,Tennessee,38168,865-434-1053,110-40-8622,Immune
808,Meche,Sheri,Mora,female,41,White American,0,A+,Blond,Hazel,7015 Orchard Avenue,Harrison,Arkansas,72040,479-136-9976,721-73-8632,Carrier
